n,sparsity,max_nnz_row,time_serial,time_vectorized,speedup_time,cycles_serial,cycles_vector,speedup_cycles,pass
2000,0.0275,4,0.000360,0.001803,0.20,718889,3604776,0.20,PASS
8000,0.0138,4,0.001418,0.007247,0.20,2834697,14493493,0.20,PASS
32000,0.0069,4,0.005712,0.029060,0.20,11420093,58116093,0.20,PASS
128000,0.0034,4,0.022595,0.116842,0.19,45184793,233677094,0.19,PASS
