n,sparsity,max_nnz_row,time_serial,time_vectorized,speedup_time,cycles_serial,cycles_vector,speedup_cycles,pass
2000,0.0275,4,0.000059,0.000054,1.09,4682715768379827814,4681971873172212941,1.10,PASS
8000,0.0138,4,0.000205,0.000195,1.05,4690762796771783475,4690407513641084518,1.05,PASS
32000,0.0069,4,0.000864,0.000847,1.02,4700165253706337485,4700007682093665485,1.02,PASS
128000,0.0034,4,0.003795,0.003707,1.02,4709901842453522022,4709713662326918349,1.02,PASS
